timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1676494300698,704,Tutorial,200,OK,Thread Group 1-53,text,true,,31956,247,79,79,https://svelte.dev/tutorial/basics,373,0,0
1676494300698,373,Tutorial-0,301,Moved Permanently,Thread Group 1-53,,true,,343,120,79,79,https://svelte.dev/tutorial,373,0,0
1676494301072,330,Tutorial-1,200,OK,Thread Group 1-53,text,true,,31613,127,79,79,https://svelte.dev/tutorial/basics,329,0,0
1676494300477,931,HomePage,200,OK,Thread Group 1-64,text,true,,29529,112,79,79,https://svelte.dev/,930,0,598
1676494301073,351,Examples,200,OK,Thread Group 1-14,text,true,,41818,115,79,79,https://svelte.dev/faq,339,0,0
1676494300539,903,HomePage,200,OK,Thread Group 1-65,text,true,,29529,112,80,80,https://svelte.dev/,885,0,552
1676494300723,742,Tutorial,200,OK,Thread Group 1-55,text,true,,31956,247,80,80,https://svelte.dev/tutorial/basics,348,0,0
1676494300723,348,Tutorial-0,301,Moved Permanently,Thread Group 1-55,,true,,343,120,80,80,https://svelte.dev/tutorial,348,0,0
1676494301072,393,Tutorial-1,200,OK,Thread Group 1-55,text,true,,31613,127,80,80,https://svelte.dev/tutorial/basics,381,0,0
1676494300730,735,Tutorial,200,OK,Thread Group 1-54,text,true,,31956,247,80,80,https://svelte.dev/tutorial/basics,359,0,0
1676494300730,359,Tutorial-0,301,Moved Permanently,Thread Group 1-54,,true,,343,120,80,80,https://svelte.dev/tutorial,359,0,0
1676494301089,376,Tutorial-1,200,OK,Thread Group 1-54,text,true,,31613,127,80,80,https://svelte.dev/tutorial/basics,376,0,0
1676494300495,976,HomePage,200,OK,Thread Group 1-8,text,true,,29529,112,80,80,https://svelte.dev/,975,0,599
1676494300702,776,Tutorial,200,OK,Thread Group 1-52,text,true,,31956,247,80,80,https://svelte.dev/tutorial/basics,400,0,0
1676494300702,400,Tutorial-0,301,Moved Permanently,Thread Group 1-52,,true,,343,120,80,80,https://svelte.dev/tutorial,400,0,0
1676494301102,376,Tutorial-1,200,OK,Thread Group 1-52,text,true,,31613,127,80,80,https://svelte.dev/tutorial/basics,368,0,0
